Thread 1 Task 0x0000027e17b12100 Total snapshots: 27182. Utilization: 99%
 Count  Overhead File                    Line Function
     3         0 …niteDiffExt\onearg.jl   347 prepare_jacobian_nokwarg(::Val{tr…
   122         1 …niteDiffExt\onearg.jl   349 prepare_jacobian_nokwarg(::Val{tr…
     1         0 …niteDiffExt\onearg.jl   351 prepare_jacobian_nokwarg(::Val{tr…
     3         3 …niteDiffExt\onearg.jl   353 prepare_jacobian_nokwarg(::Val{tr…
   105         0 …t_order\derivative.jl   101 derivative(::SciMLBase.TimeDeriva…
   190         0 …t_order\derivative.jl   102 derivative(::SciMLBase.TimeDeriva…
   129         0 …rst_order\jacobian.jl    99 jacobian(::SciMLBase.UDerivativeW…
 23222         0 …rst_order\jacobian.jl   100 jacobian(::SciMLBase.UDerivativeW…
     3         1 …ace\src\utils\prep.jl   121 #signature#6
     3         0 …ace\src\utils\prep.jl   117 signature
     1         0 …\src\FastBroadcast.jl    20 Fix
     1         0 …\src\FastBroadcast.jl   162 __fast_materialize!
     1         0 …\src\FastBroadcast.jl   196 _fast_materialize!
     1         0 …\src\FastBroadcast.jl    37 _fastindex
     1         0 …\src\FastBroadcast.jl    39 _fastindex
     1         0 …\src\FastBroadcast.jl    88 _rmap
     6         0 …\src\FastBroadcast.jl   256 fast_materialize(::Static.False, …
     1         0 …\src\FastBroadcast.jl   277 fast_materialize!
     1         0 …\src\FastBroadcast.jl   163 macro expansion
     4         4 …iff\src\FiniteDiff.jl    27 setindex(x::Vector{Float64}, v::F…
    22         0 …iff\src\FiniteDiff.jl    29 setindex(x::Vector{Float64}, v::F…
     1         0 …eDiff\src\epsilons.jl    10 compute_epsilon
    91         0 …Diff\src\gradients.jl   435 finite_difference_gradient!(df::V…
    99         0 …Diff\src\gradients.jl   443 finite_difference_gradient!(df::V…
   190         0 …Diff\src\gradients.jl   222 #finite_difference_gradient#8
     1         0 …Diff\src\gradients.jl    54 FiniteDiff.GradientCache(df::Vect…
     1         1 …Diff\src\gradients.jl    62 FiniteDiff.GradientCache(df::Vect…
   190         0 …Diff\src\gradients.jl   209 finite_difference_gradient
   190         0 …Diff\src\gradients.jl   413 finite_difference_gradient!
   142         1 …Diff\src\jacobians.jl   211 finite_difference_jacobian(f::Sci…
 23079         0 …Diff\src\jacobians.jl   241 finite_difference_jacobian(f::Sci…
     1         1 …Diff\src\jacobians.jl   242 finite_difference_jacobian(f::Sci…
     3         3 …Diff\src\jacobians.jl   230 (::FiniteDiff.var"#calculate_Ji_f…
    10         1 …Diff\src\jacobians.jl   231 (::FiniteDiff.var"#calculate_Ji_f…
     2         1 …Diff\src\jacobians.jl   232 (::FiniteDiff.var"#calculate_Ji_f…
    51        23 …Diff\src\jacobians.jl   233 (::FiniteDiff.var"#calculate_Ji_f…
    16        16 …Diff\src\jacobians.jl   234 (::FiniteDiff.var"#calculate_Ji_f…
 21206        19 …Diff\src\jacobians.jl   235 (::FiniteDiff.var"#calculate_Ji_f…
    50         9 …Diff\src\jacobians.jl   236 (::FiniteDiff.var"#calculate_Ji_f…
 23222         0 …Diff\src\jacobians.jl   194 finite_difference_jacobian
     1         0 …tegrator_interface.jl   460 increment_nf!
     1         1 …ore\src\misc_utils.jl    42 diffdir
 26570         0 …ffEqCore\src\solve.jl     7 #__solve#62
 26570         0 …ffEqCore\src\solve.jl     1 __solve
 26570         0 …ffEqCore\src\solve.jl   620 solve!(integrator::OrdinaryDiffEq…
 23360         1 …c\derivative_utils.jl   143 calc_J
 23360         0 …c\derivative_utils.jl   681 calc_W(integrator::OrdinaryDiffEq…
    23         0 …c\derivative_utils.jl   685 calc_W(integrator::OrdinaryDiffEq…
  2034         0 …c\derivative_utils.jl   688 calc_W(integrator::OrdinaryDiffEq…
   295         0 …c\derivative_utils.jl   100 calc_tderivative(integrator::Ordi…
     1         0 …erivative_wrappers.jl   110 jacobian(f::Function, x::Vector{F…
    26         6 …erivative_wrappers.jl   123 jacobian(f::Function, x::Vector{F…
 23331         0 …erivative_wrappers.jl   128 jacobian(f::Function, x::Vector{F…
 26570         0 …brock_perform_step.jl  1216 perform_step!
   295         0 …brock_perform_step.jl  1229 perform_step!(integrator::Ordinar…
 25417         0 …brock_perform_step.jl  1231 perform_step!(integrator::Ordinar…
   132         0 …brock_perform_step.jl  1239 perform_step!(integrator::Ordinar…
     5         0 …brock_perform_step.jl  1242 perform_step!(integrator::Ordinar…
     4         1 …brock_perform_step.jl  1249 perform_step!(integrator::Ordinar…
   657         1 …brock_perform_step.jl  1252 perform_step!(integrator::Ordinar…
     1         0 …brock_perform_step.jl  1253 perform_step!(integrator::Ordinar…
     2         0 …brock_perform_step.jl  1259 perform_step!(integrator::Ordinar…
     2         1 …brock_perform_step.jl  1267 perform_step!(integrator::Ordinar…
    50         3 …brock_perform_step.jl  1269 perform_step!(integrator::Ordinar…
     1         1 …brock_perform_step.jl  1278 perform_step!(integrator::Ordinar…
     4         2 …brock_perform_step.jl  1287 perform_step!(integrator::Ordinar…
   293         0 …\function_wrappers.jl    57 TimeDerivativeWrapper
 21308         0 …\function_wrappers.jl    72 (::SciMLBase.UDerivativeWrapper{f…
   141         0 …\function_wrappers.jl    72 UDerivativeWrapper
   656         0 …src\scimlfunctions.jl  2588 (::ODEFunction{false, SciMLBase.A…
 21873         0 …src\scimlfunctions.jl  2588 ODEFunction
     1         1 …src\scimlfunctions.jl  5182 getproperty
    52         0 …\src\LinearAlgebra.jl   631 \(F::LinearAlgebra.LU{Float64, Ma…
    14         0 …\src\LinearAlgebra.jl   459 copy_similar
    23         0 …\src\LinearAlgebra.jl   447 copymutable_oftype
     1         0 …\src\LinearAlgebra.jl   653 ldiv(F::LinearAlgebra.LU{Float64,…
    51         0 …\src\LinearAlgebra.jl   656 ldiv(F::LinearAlgebra.LU{Float64,…
  2019      2019 …Algebra\src\lapack.jl   587 getrf!(A::Matrix{Float64}, ipiv::…
  2020         0 …Algebra\src\lapack.jl   787 #getrf!#6
  2019         0 …Algebra\src\lapack.jl   580 getrf!
  2020         0 …Algebra\src\lapack.jl   787 getrf!
    51        51 …Algebra\src\lapack.jl  1056 getrs!(trans::Char, A::Matrix{Flo…
  2020         0 …nearAlgebra\src\lu.jl   347 #_lu#191
  2020         0 …nearAlgebra\src\lu.jl    89 #lu!#181
  2020         0 …nearAlgebra\src\lu.jl    91 #lu!#182
  2034         0 …nearAlgebra\src\lu.jl   341 lu(::Matrix{Float64}; kwargs::Bas…
  2020         0 …nearAlgebra\src\lu.jl   347 _lu
    14         0 …nearAlgebra\src\lu.jl   349 _lucopy
    51         0 …nearAlgebra\src\lu.jl   498 ldiv!
  2034         0 …nearAlgebra\src\lu.jl   341 lu
  2020         0 …nearAlgebra\src\lu.jl    89 lu!
  2020         0 …nearAlgebra\src\lu.jl    90 lu!
    23         0 …src\uniformscaling.jl   216 +(A::Matrix{Float64}, J::LinearAl…
    23         0 …src\uniformscaling.jl   159 -(A::Matrix{Float64}, J::LinearAl…
     2         2 …s\src\sparsevector.jl  1268 hcat(X1::Matrix{Float64}, X::Vect…
  1722         0 …s\src\sparsevector.jl  1272 hcat(X1::Matrix{Float64}, X::Vect…
 26792         0 …odeServer\src\eval.jl    34 (::VSCodeServer.var"#64#65")()
 26792         0 …odeServer\src\eval.jl   263 (::VSCodeServer.var"#66#71"{VSCod…
 26792         0 …odeServer\src\eval.jl   150 #67
 26792         0 …odeServer\src\eval.jl   179 (::VSCodeServer.var"#68#73"{Bool,…
 26792         0 …odeServer\src\eval.jl   181 (::VSCodeServer.var"#69#74"{Bool,…
 26792         0 …odeServer\src\eval.jl   271 inlineeval(m::Module, code::Strin…
 26792         0 …odeServer\src\eval.jl   268 kwcall(::@NamedTuple{softscope::B…
     2         2 …erver\src\progress.jl     ? handle_message(j::VSCodeServer.VS…
     3         3 …erver\src\progress.jl     7 handle_message(j::VSCodeServer.VS…
    40         1 …erver\src\progress.jl     9 handle_message(j::VSCodeServer.VS…
     3         0 …erver\src\progress.jl    26 handle_message(j::VSCodeServer.VS…
    66        19 …erver\src\progress.jl    29 handle_message(j::VSCodeServer.VS…
 14508        52 …erver\src\progress.jl    32 handle_message(j::VSCodeServer.VS…
    39         0 …erver\src\progress.jl    69 #try_process_progress#61
     3         3 …erver\src\progress.jl    54 get_previous_logger
 14625         3 …erver\src\progress.jl     7 handle_message(j::VSCodeServer.VS…
    39         0 …erver\src\progress.jl    68 try_process_progress
 26792         0 …odeServer\src\repl.jl    38 hideprompt(f::VSCodeServer.var"#6…
 26792         0 …odeServer\src\repl.jl   276 withpath(f::VSCodeServer.var"#69#…
 22529         2 …tion_Model_General.jl   152 #37
     9         9 …DEs_generalisation.jl     ? f_ODEs_generalisation(t::Float64,…
     2         2 …DEs_generalisation.jl     1 f_ODEs_generalisation(t::Float64,…
  5591         0 …DEs_generalisation.jl     2 f_ODEs_generalisation(t::Float64,…
   190         0 …DEs_generalisation.jl     4 f_ODEs_generalisation(t::Float64,…
    15        11 …DEs_generalisation.jl     5 f_ODEs_generalisation(t::Float64,…
    58        36 …DEs_generalisation.jl     6 f_ODEs_generalisation(t::Float64,…
   233       105 …DEs_generalisation.jl     8 f_ODEs_generalisation(t::Float64,…
   289       121 …DEs_generalisation.jl    10 f_ODEs_generalisation(t::Float64,…
     4         4 …DEs_generalisation.jl    12 f_ODEs_generalisation(t::Float64,…
    28        27 …DEs_generalisation.jl    14 f_ODEs_generalisation(t::Float64,…
   167       102 …DEs_generalisation.jl    15 f_ODEs_generalisation(t::Float64,…
    86        39 …DEs_generalisation.jl    17 f_ODEs_generalisation(t::Float64,…
    14        13 …DEs_generalisation.jl    19 f_ODEs_generalisation(t::Float64,…
    23        19 …DEs_generalisation.jl    24 f_ODEs_generalisation(t::Float64,…
     5         4 …DEs_generalisation.jl    25 f_ODEs_generalisation(t::Float64,…
    10         8 …DEs_generalisation.jl    26 f_ODEs_generalisation(t::Float64,…
     8         7 …DEs_generalisation.jl    27 f_ODEs_generalisation(t::Float64,…
    13        12 …DEs_generalisation.jl    28 f_ODEs_generalisation(t::Float64,…
    20        20 …DEs_generalisation.jl    30 f_ODEs_generalisation(t::Float64,…
    40        33 …DEs_generalisation.jl    31 f_ODEs_generalisation(t::Float64,…
     5         5 …DEs_generalisation.jl    32 f_ODEs_generalisation(t::Float64,…
     5         5 …DEs_generalisation.jl    33 f_ODEs_generalisation(t::Float64,…
    16        12 …DEs_generalisation.jl    35 f_ODEs_generalisation(t::Float64,…
    21        20 …DEs_generalisation.jl    36 f_ODEs_generalisation(t::Float64,…
     8         7 …DEs_generalisation.jl    37 f_ODEs_generalisation(t::Float64,…
    14        14 …DEs_generalisation.jl    39 f_ODEs_generalisation(t::Float64,…
    59        46 …DEs_generalisation.jl    40 f_ODEs_generalisation(t::Float64,…
     4         4 …DEs_generalisation.jl    41 f_ODEs_generalisation(t::Float64,…
     5         4 …DEs_generalisation.jl    42 f_ODEs_generalisation(t::Float64,…
     8         8 …DEs_generalisation.jl    44 f_ODEs_generalisation(t::Float64,…
    11         8 …DEs_generalisation.jl    45 f_ODEs_generalisation(t::Float64,…
    15        14 …DEs_generalisation.jl    46 f_ODEs_generalisation(t::Float64,…
    14        14 …DEs_generalisation.jl    48 f_ODEs_generalisation(t::Float64,…
    42        39 …DEs_generalisation.jl    49 f_ODEs_generalisation(t::Float64,…
     1         1 …DEs_generalisation.jl    50 f_ODEs_generalisation(t::Float64,…
    10         8 …DEs_generalisation.jl    51 f_ODEs_generalisation(t::Float64,…
    67        45 …DEs_generalisation.jl    56 f_ODEs_generalisation(t::Float64,…
  5880         0 …DEs_generalisation.jl    57 f_ODEs_generalisation(t::Float64,…
    76        45 …DEs_generalisation.jl    59 f_ODEs_generalisation(t::Float64,…
    45        41 …DEs_generalisation.jl    71 f_ODEs_generalisation(t::Float64,…
    45        43 …DEs_generalisation.jl    72 f_ODEs_generalisation(t::Float64,…
    51        39 …DEs_generalisation.jl    73 f_ODEs_generalisation(t::Float64,…
   151       102 …DEs_generalisation.jl    74 f_ODEs_generalisation(t::Float64,…
    12        11 …DEs_generalisation.jl    76 f_ODEs_generalisation(t::Float64,…
    25        22 …DEs_generalisation.jl    80 f_ODEs_generalisation(t::Float64,…
     5         5 …DEs_generalisation.jl    81 f_ODEs_generalisation(t::Float64,…
    56        39 …DEs_generalisation.jl    84 f_ODEs_generalisation(t::Float64,…
     8         6 …DEs_generalisation.jl    85 f_ODEs_generalisation(t::Float64,…
    38        26 …DEs_generalisation.jl    86 f_ODEs_generalisation(t::Float64,…
    22        22 …DEs_generalisation.jl    88 f_ODEs_generalisation(t::Float64,…
   148       104 …DEs_generalisation.jl    89 f_ODEs_generalisation(t::Float64,…
     2         2 …DEs_generalisation.jl    90 f_ODEs_generalisation(t::Float64,…
    14        10 …DEs_generalisation.jl    93 f_ODEs_generalisation(t::Float64,…
  5747         0 …DEs_generalisation.jl    94 f_ODEs_generalisation(t::Float64,…
    50        32 …DEs_generalisation.jl    95 f_ODEs_generalisation(t::Float64,…
     9         7 …DEs_generalisation.jl    96 f_ODEs_generalisation(t::Float64,…
    12         5 …DEs_generalisation.jl    97 f_ODEs_generalisation(t::Float64,…
    51        48 …DEs_generalisation.jl    99 f_ODEs_generalisation(t::Float64,…
   153       106 …DEs_generalisation.jl   100 f_ODEs_generalisation(t::Float64,…
    13        11 …DEs_generalisation.jl   101 f_ODEs_generalisation(t::Float64,…
    14         6 …DEs_generalisation.jl   104 f_ODEs_generalisation(t::Float64,…
    27        27 …DEs_generalisation.jl   105 f_ODEs_generalisation(t::Float64,…
    68        45 …DEs_generalisation.jl   106 f_ODEs_generalisation(t::Float64,…
     8         7 …DEs_generalisation.jl   107 f_ODEs_generalisation(t::Float64,…
     3         0 …DEs_generalisation.jl   109 f_ODEs_generalisation(t::Float64,…
    18        16 …DEs_generalisation.jl   110 f_ODEs_generalisation(t::Float64,…
    61        36 …DEs_generalisation.jl   111 f_ODEs_generalisation(t::Float64,…
     8         8 …DEs_generalisation.jl   112 f_ODEs_generalisation(t::Float64,…
     3         2 …DEs_generalisation.jl   114 f_ODEs_generalisation(t::Float64,…
    16        16 …DEs_generalisation.jl   115 f_ODEs_generalisation(t::Float64,…
    65        42 …DEs_generalisation.jl   116 f_ODEs_generalisation(t::Float64,…
     4         3 …DEs_generalisation.jl   117 f_ODEs_generalisation(t::Float64,…
    19        14 …DEs_generalisation.jl   120 f_ODEs_generalisation(t::Float64,…
    35        28 …DEs_generalisation.jl   127 f_ODEs_generalisation(t::Float64,…
    27         0 …DEs_generalisation.jl   139 f_ODEs_generalisation(t::Float64,…
    31        31 …DEs_generalisation.jl   143 f_ODEs_generalisation(t::Float64,…
   163       132 …DEs_generalisation.jl   144 f_ODEs_generalisation(t::Float64,…
   159       102 …DEs_generalisation.jl   145 f_ODEs_generalisation(t::Float64,…
    98        91 …DEs_generalisation.jl   146 f_ODEs_generalisation(t::Float64,…
    54        50 …DEs_generalisation.jl   147 f_ODEs_generalisation(t::Float64,…
     8         8 …DEs_generalisation.jl   148 f_ODEs_generalisation(t::Float64,…
     1         0 …DEs_generalisation.jl   149 f_ODEs_generalisation(t::Float64,…
    74        43 …DEs_generalisation.jl   152 f_ODEs_generalisation(t::Float64,…
    29        18 …DEs_generalisation.jl   153 f_ODEs_generalisation(t::Float64,…
    21        21 …DEs_generalisation.jl   154 f_ODEs_generalisation(t::Float64,…
   131        92 …DEs_generalisation.jl   155 f_ODEs_generalisation(t::Float64,…
     2         2 …DEs_generalisation.jl   156 f_ODEs_generalisation(t::Float64,…
     2         2 …DEs_generalisation.jl   157 f_ODEs_generalisation(t::Float64,…
    86        60 …DEs_generalisation.jl   159 f_ODEs_generalisation(t::Float64,…
    43        32 …DEs_generalisation.jl   161 f_ODEs_generalisation(t::Float64,…
    42        23 …DEs_generalisation.jl   163 f_ODEs_generalisation(t::Float64,…
    20        20 …DEs_generalisation.jl   166 f_ODEs_generalisation(t::Float64,…
   250       163 …DEs_generalisation.jl   167 f_ODEs_generalisation(t::Float64,…
   128        90 …DEs_generalisation.jl   168 f_ODEs_generalisation(t::Float64,…
     4         3 …DEs_generalisation.jl   169 f_ODEs_generalisation(t::Float64,…
     5         5 …DEs_generalisation.jl   170 f_ODEs_generalisation(t::Float64,…
    57        44 …DEs_generalisation.jl   173 f_ODEs_generalisation(t::Float64,…
    36        23 …DEs_generalisation.jl   175 f_ODEs_generalisation(t::Float64,…
    45        35 …DEs_generalisation.jl   177 f_ODEs_generalisation(t::Float64,…
    14        14 …DEs_generalisation.jl   180 f_ODEs_generalisation(t::Float64,…
   229       132 …DEs_generalisation.jl   181 f_ODEs_generalisation(t::Float64,…
    56        34 …DEs_generalisation.jl   182 f_ODEs_generalisation(t::Float64,…
     5         5 …DEs_generalisation.jl   183 f_ODEs_generalisation(t::Float64,…
     8         8 …DEs_generalisation.jl   184 f_ODEs_generalisation(t::Float64,…
    55        43 …DEs_generalisation.jl   187 f_ODEs_generalisation(t::Float64,…
    21        21 …DEs_generalisation.jl   189 f_ODEs_generalisation(t::Float64,…
   193       116 …DEs_generalisation.jl   190 f_ODEs_generalisation(t::Float64,…
   157        92 …DEs_generalisation.jl   191 f_ODEs_generalisation(t::Float64,…
     5         5 …DEs_generalisation.jl   192 f_ODEs_generalisation(t::Float64,…
     8         8 …DEs_generalisation.jl   193 f_ODEs_generalisation(t::Float64,…
    16        15 …DEs_generalisation.jl   196 f_ODEs_generalisation(t::Float64,…
    26        19 …DEs_generalisation.jl   198 f_ODEs_generalisation(t::Float64,…
    23        23 …DEs_generalisation.jl   201 f_ODEs_generalisation(t::Float64,…
   112        86 …DEs_generalisation.jl   202 f_ODEs_generalisation(t::Float64,…
     3         3 …DEs_generalisation.jl   203 f_ODEs_generalisation(t::Float64,…
     2         2 …DEs_generalisation.jl   205 f_ODEs_generalisation(t::Float64,…

